"TIPO CICLO";"TEST.DI.TENUTA";"TEMPERATURA";"temp.3";"temp.2";"temp.1";"t.9";"t.8";"t.7";"t.6";"t.5";"t.4";"t.32";"t.31";"t.30";"t.3";"t.29";"t.28";"t.27";"t.26";"t.25";"t.24";"t.23";"t.22";"t.21";"t.20";"t.2";"t.19";"t.18";"t.17";"t.16";"t.15";"t.14";"t.13";"t.12";"t.11";"t.10";"t.1";"STERILIZZAZIONE.DINAMICA";"SCARICO";"RISCIACQUO";"PULSANTE.STOP";"PRELEVATO.DA";"NUMERO CICLO";"MISCELAZIONE";"INIZIO CICLO";"FINE.CICLO";"DISINFEZIONE";"DETERSIONE";"CICLO REGOLARE";"CARICO.STERILIZZANTE.2";"CARICO.STERILIZZANTE.1";"CARICO.DETERGENTE";"CARICO.ACQUA";"CAMBIO.TANICA";"ASCIUGATURA";"Allarme.valvole.ingresso.acqua";"Allarme.time.out.scarico.sterilizzante.1";"Allarme.time.out.carico.sterilizzante.1";"Allarme.time.out.carico.acqua";"Allarme.test.di.tenuta";"Allarme.temperatura.minima.acqua";"Allarme.temperatura.massima.acqua";"Allarme.sovrappressione.test.di.tenuta";"Allarme.sensore.giri.spruzzatore";"Allarme.scarico";"Allarme.pressione.minima.test.di.tenuta";"Allarme.pressione.minima.aria";"Allarme.pressione.massima.aria";"Allarme.pressione.acqua";"Allarme.perdita.liquido";"Allarme.canale.7.otturato";"Allarme.canale.7.disconnesso";"Allarme.canale.6.scollegato";"Allarme.canale.6.otturato";"Allarme.canale.5.scollegato";"Allarme.canale.5.otturato";"Allarme.canale.4.scollegato";"Allarme.canale.4.otturato";"Allarme.canale.3.scollegato";"Allarme.canale.3.otturato";"Allarme.canale.2.scollegato";"Allarme.canale.2.otturato";"Allarme.canale.1.scollegato";"Allarme.canale.1.otturato";"Allarme.apertura.vasca";"ALCOOL";"Alarm.spray.arm";"Alarm.selfdisinfection.flow"
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"25";"54";"107";"608";"46";"30";"18";NA;NA;NA;"88";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";NA;NA;NA;NA;NA;NA;NA;"199";"156";"158";"0";"1";"1";"1";NA;"1";"4245";NA;"09/07/2018 11:34:37";"1";NA;NA;1;"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;NA;"21";NA;"101";"371";"34";"29";"15";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;"1";"4246";NA;"09/07/2018 12:37:16";"1";NA;"1";0;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"22";"98";"45";"75";"102";"27";"15";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"2012";"196";"108";"55";"60";"186";"108";"55";"105";"609";"46";"38";"8";"96";"91";"0";"1";"1";"1";NA;"1";"4247";NA;"09/07/2018 12:49:54";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"23";"69";"46";"80";"100";"28";"15";NA;NA;NA;"41";NA;NA;NA;NA;NA;NA;"460";"192";"108";"54";"61";"186";"109";"54";"106";"608";"46";"36";"10";"96";"90";"0";"1";"1";"1";NA;"1";"4248";NA;"09/07/2018 14:13:46";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"26";"24";"68";"45";"80";"101";"27";"16";NA;NA;NA;"41";NA;NA;NA;NA;NA;NA;"139";"192";"108";"53";"54";"187";"108";"54";"107";"608";"46";"38";"8";"96";"91";"0";"1";"1";"1";NA;"1";"4249";NA;"09/07/2018 16:39:17";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"28";"112";"601";"68";"49";"28";"20";NA;NA;NA;"87";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19";NA;NA;NA;NA;NA;NA;"80";"80";"115";"46";"0";NA;"1";"1";NA;NA;"4250";"1";"10/07/2018 07:08:19";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"24";"69";"45";"81";"100";"27";"16";NA;NA;NA;"41";NA;NA;NA;NA;NA;NA;"220";"203";"108";"55";"55";"186";"109";"54";"106";"608";"46";"39";"9";"96";"90";"0";"1";"1";"1";NA;"1";"4251";NA;"10/07/2018 09:27:40";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"23";"68";"45";"81";"101";"27";"16";NA;NA;NA;"39";NA;NA;NA;NA;NA;NA;"496";"204";"108";"53";"54";"187";"108";"55";"111";"608";"46";"39";"8";"97";"91";"0";"1";"1";"1";NA;"1";"4252";NA;"10/07/2018 10:50:29";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"23";"68";"45";"80";"101";"27";"16";NA;NA;NA;"39";NA;NA;NA;NA;NA;NA;"146";"203";"108";"54";"55";"187";"108";"54";"107";"608";"46";"38";"8";"96";"91";"0";"1";"1";"1";NA;"1";"4253";NA;"10/07/2018 11:44:38";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"23";"159";"45";"80";"132";"26";"16";NA;NA;NA;"40";NA;NA;NA;"508";"207";"158";"53";"187";"158";"54";"62";"106";"608";"46";"48";"0";"13";"622";"86";"106";"90";"0";"1";"1";"1";NA;"1";"4254";NA;"10/07/2018 13:01:44";"1";NA;"1";1;"1";"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"22";"53";"106";"608";"49";"29";"19";NA;NA;NA;"87";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"55";NA;NA;NA;NA;NA;NA;NA;"442";"159";"109";"0";"1";"1";"1";NA;"1";"4255";NA;"10/07/2018 14:09:37";"1";NA;NA;1;"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"23";"128";"45";"81";"101";"27";"15";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"620";"199";"129";"54";"60";"187";"128";"55";"106";"608";"47";"40";"7";"97";"91";"0";"1";"1";"1";NA;"1";"4256";NA;"10/07/2018 15:46:48";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;NA;"22";NA;"69";"369";"35";"28";"15";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"59";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;"1";"4257";NA;"10/07/2018 16:40:19";"1";NA;"1";0;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"23";"69";"43";"81";"101";"27";"15";NA;NA;NA;"39";NA;NA;NA;NA;NA;NA;"78";"204";"108";"55";"60";"186";"108";"54";"107";"608";"46";"39";"7";"97";"91";"0";"1";"1";"1";NA;"1";"4258";NA;"10/07/2018 16:52:21";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"23";"69";"45";"80";"102";"27";"15";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"1990";"192";"108";"52";"53";"187";"108";"54";"106";"608";"46";"40";"6";"98";"90";"0";"1";"1";"1";NA;"1";"4259";NA;"10/07/2018 17:33:09";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"27";"111";"602";"68";"56";"28";"21";NA;NA;NA;"88";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19";NA;NA;NA;NA;NA;NA;"79";"81";"115";"47";"0";NA;"1";"1";NA;NA;"4260";"1";"11/07/2018 07:53:03";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"24";"68";"46";"80";"101";"28";"15";NA;NA;NA;"42";NA;NA;NA;NA;NA;NA;"293";"204";"108";"54";"61";"186";"108";"54";"112";"608";"45";"39";"9";"97";"96";"0";"1";"1";"1";NA;"1";"4261";NA;"11/07/2018 10:07:11";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"23";"68";"45";"80";"101";"27";"16";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"217";"203";"109";"53";"61";"186";"108";"54";"106";"608";"47";"42";"5";"98";"86";"0";"1";"1";"1";NA;"1";"4262";NA;"11/07/2018 10:56:37";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"22";"99";"44";"81";"101";"27";"15";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"323";"203";"109";"53";"61";"186";"108";"55";"106";"608";"48";"39";"7";"96";"91";"0";"1";"1";"1";NA;"1";"4263";NA;"11/07/2018 11:42:43";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"21";"68";"45";"81";"101";"27";"16";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"261";"191";"108";"53";"61";"187";"108";"54";"111";"609";"45";"41";"7";"97";"92";"0";"1";"1";"1";NA;"1";"4264";NA;"11/07/2018 12:32:34";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"22";"68";"44";"80";"101";"27";"15";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"1250";"197";"108";"53";"61";"187";"108";"54";"106";"608";"47";"38";"8";"97";"91";"0";"1";"1";"1";NA;"1";"4265";NA;"11/07/2018 13:16:51";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"23";"54";"105";"609";"46";"31";"17";NA;NA;NA;"89";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";NA;NA;NA;NA;NA;NA;NA;"1981";"156";"109";"0";"1";"1";"1";NA;"1";"4266";NA;"11/07/2018 14:24:30";"1";NA;NA;1;"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"23";"69";"45";"80";"100";"29";"15";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"130";"192";"108";"55";"53";"187";"108";"53";"107";"608";"46";"39";"8";"96";"91";"0";"1";"1";"1";NA;"1";"4267";NA;"11/07/2018 15:22:15";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"22";"54";"111";"609";"47";"31";"17";NA;NA;NA;"90";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";NA;NA;NA;NA;NA;NA;NA;"109";"156";"108";"0";"1";"1";"1";NA;"1";"4268";NA;"11/07/2018 16:06:31";"1";NA;NA;1;"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"23";"68";"45";"80";"101";"27";"16";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"21";"192";"108";"53";"54";"187";"108";"54";"111";"608";"47";"42";"6";"97";"91";"0";"1";"1";"1";NA;"1";"4269";NA;"11/07/2018 16:38:08";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"28";"112";"601";"68";"49";"36";"16";NA;NA;NA;"91";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;NA;"80";"81";"115";"46";"0";NA;"1";"1";NA;NA;"4270";"1";"12/07/2018 07:20:19";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"25";"56";"111";"608";"47";"29";"20";NA;NA;NA;"88";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"61";NA;NA;NA;NA;NA;NA;NA;"87";"161";"158";"0";"1";"1";"1";NA;"1";"4271";NA;"12/07/2018 08:33:45";"1";NA;NA;1;"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"23";"69";"45";"80";"100";"28";"16";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"358";"200";"108";"53";"61";"186";"109";"54";"106";"608";"46";"41";"6";"99";"90";"0";"1";"1";"1";NA;"1";"4272";NA;"12/07/2018 09:31:36";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"23";"69";"44";"81";"101";"27";"16";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"812";"197";"108";"53";"60";"186";"108";"55";"111";"608";"46";"42";"6";"98";"91";"0";"1";"1";"1";NA;"1";"4273";NA;"12/07/2018 10:22:53";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"23";"128";"45";"80";"101";"28";"16";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"239";"197";"129";"54";"61";"185";"129";"54";"106";"609";"47";"42";"6";"98";"91";"0";"1";"1";"1";NA;"1";"4274";NA;"12/07/2018 12:37:05";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"23";"158";"45";"81";"131";"27";"16";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"7";"196";"159";"55";"60";"186";"158";"55";"105";"609";"45";"43";"5";"99";"91";"0";"1";"1";"1";NA;"1";"4275";NA;"12/07/2018 13:47:17";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"22";"69";"45";"81";"101";"27";"15";NA;NA;NA;"41";NA;NA;NA;NA;NA;NA;"771";"192";"108";"55";"60";"186";"108";"54";"106";"609";"46";"43";"5";"98";"90";"0";"1";"1";"1";NA;"1";"4276";NA;"12/07/2018 14:34:09";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"24";"129";"45";"80";"101";"27";"16";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"366";"196";"130";"54";"61";"186";"129";"54";"106";"608";"46";"42";"6";"99";"91";"0";"1";"1";"1";NA;"1";"4277";NA;"12/07/2018 16:51:52";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"22";"68";"45";"81";"101";"27";"16";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"447";"197";"108";"53";"54";"186";"108";"55";"110";"609";"46";"44";"4";"99";"91";"0";"1";"1";"1";NA;"1";"4278";NA;"12/07/2018 17:52:10";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"AUTOSANIFICAZIONE";"1";"1";NA;NA;"25";"111";"602";"68";"47";"30";"19";NA;NA;NA;"89";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";NA;NA;NA;NA;NA;NA;"79";"81";"115";"46";"0";NA;"1";"1";NA;NA;"4279";"1";"13/07/2018 08:14:39";"1";"1";NA;1;"1";"1";NA;"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;"6";NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;NA;NA;"1";"1";"4280";NA;"13/07/2018 11:10:41";"1";NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"24";"128";"45";"81";"99";"29";"16";NA;NA;NA;"41";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"60";NA;NA;"191";"396";"536";"46";"42";"6";"99";"91";"0";"1";"1";"1";NA;"1";"4281";NA;"13/07/2018 11:11:15";"1";NA;"1";0;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"23";"129";"45";"81";"102";"26";"16";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"903";"204";"129";"53";"61";"187";"128";"55";"106";"608";"45";"38";"5";"99";"91";"0";"1";"1";"1";NA;"1";"4282";NA;"13/07/2018 11:44:01";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"23";"46";"49";"0";"19";"381";"78";NA;NA;NA;"108";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"56";NA;NA;NA;NA;"348";"166";"108";"55";"111";"608";"0";"1";"1";"1";NA;"1";"4283";NA;"13/07/2018 13:02:46";"1";NA;NA;1;"1";"1";NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE VELOCE";"1";"1";NA;NA;"22";"54";"106";"608";"48";"27";"21";NA;NA;NA;"86";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"55";NA;NA;NA;NA;NA;NA;NA;"125";"160";"108";"0";"1";"1";"1";NA;"1";"4284";NA;"13/07/2018 13:43:58";"1";NA;NA;1;"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"24";"23";"69";"44";"81";"100";"28";"15";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"300";"199";"108";"55";"54";"186";"108";"54";"106";"608";"45";"40";"7";"96";"91";"0";"1";"1";"1";NA;"1";"4285";NA;"13/07/2018 14:26:24";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"23";"129";"44";"80";"101";"28";"15";NA;NA;NA;"41";NA;NA;NA;NA;NA;NA;"99";"196";"129";"53";"60";"186";"129";"55";"106";"609";"46";"40";"7";"97";"91";"0";"1";"1";"1";NA;"1";"4286";NA;"13/07/2018 15:40:00";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"23";"22";"129";"44";"81";"101";"27";"15";NA;NA;NA;"41";NA;NA;NA;NA;NA;NA;"290";"191";"129";"54";"60";"186";"128";"54";"106";"609";"45";"41";"7";"97";"91";"0";"1";"1";"1";NA;"1";"4287";NA;"13/07/2018 16:30:26";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"STERILIZZAZIONE COMPLETA";"1";"1";NA;"22";"23";"69";"46";"81";"102";"26";"16";NA;NA;NA;"40";NA;NA;NA;NA;NA;NA;"176";"192";"108";"53";"54";"185";"109";"54";"106";"608";"45";"39";"9";"95";"91";"0";"1";"1";"1";NA;"1";"4288";NA;"13/07/2018 17:26:14";"1";NA;"1";1;"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
